1.209	-0.134	-9.729
1.219	-0.158	-9.717
1.229	-0.134	-9.747
1.237	-0.134	-9.753
1.250	-0.152	-9.771
1.264	-0.158	-9.717
1.274	-0.206	-9.717
1.284	-0.176	-9.717
1.294	-0.176	-9.753
1.304	-0.188	-9.771
1.315	-0.206	-9.753
1.325	-0.158	-9.753
1.334	-0.152	-9.771
1.347	-0.158	-9.771
1.358	-0.158	-9.717
1.368	-0.152	-9.771
1.378	-0.152	-9.753
1.388	-0.134	-9.753
1.399	-0.134	-9.784
1.409	-0.158	-9.784
1.422	-0.158	-9.820
1.432	-0.158	-9.771
1.442	-0.176	-9.747
1.453	-0.134	-9.753
1.462	-0.152	-9.784
1.472	-0.152	-9.784
1.484	-0.176	-9.753
1.500	-0.152	-9.747
1.516	-0.085	-9.814
1.534	-0.152	-9.753
1.544	-0.134	-9.784
1.555	-0.134	-9.753
1.565	-0.152	-9.717
1.580	-0.109	-9.686
1.589	-0.121	-9.717
1.601	-0.134	-9.771
1.612	-0.134	-9.753
1.626	-0.206	-9.717
1.638	-0.206	-9.686
1.649	-0.176	-9.717
1.664	-0.218	-9.771
1.675	-0.158	-9.814
1.687	-0.121	-9.784
1.701	-0.091	-9.784
1.711	-0.109	-9.753
1.724	-0.134	-9.771
1.737	-0.152	-9.717
1.748	-0.218	-9.717
1.760	-0.206	-9.796
1.774	-0.152	-9.820
1.787	-0.134	-9.784
1.799	-0.158	-9.771
1.812	-0.134	-9.784
1.823	-0.152	-9.814
1.836	-0.134	-9.784
1.851	-0.134	-9.796
1.862	-0.134	-9.820
1.877	-0.206	-9.820
1.888	-0.273	-9.753
1.900	-0.303	-9.717
1.913	-0.358	-9.729
1.925	-0.340	-9.784
1.937	-0.364	-9.838
1.951	-0.407	-9.820
1.963	-0.437	-9.838
1.974	-0.498	-9.796
1.987	-0.522	-9.850
2.000	-0.589	-9.820
2.011	-0.625	-9.820
2.026	-0.753	-9.771
2.038	-0.844	-9.753
2.051	-0.923	-9.753
2.062	-0.971	-9.771
2.073	-1.080	-9.747
2.084	-1.165	-9.729
2.097	-1.244	-9.680
2.109	-1.366	-9.650
2.120	-1.432	-9.680
2.136	-1.572	-9.662
2.149	-1.675	-9.620
2.160	-1.772	-9.662
2.173	-1.979	-9.680
2.185	-2.112	-9.577
2.196	-2.161	-9.498
2.211	-2.233	-9.450
2.223	-2.349	-9.413
2.235	-2.677	-9.535
2.248	-2.780	-9.510
2.258	-2.865	-9.328
2.271	-2.974	-9.219
2.287	-3.235	-9.104
2.298	-3.332	-9.140
2.313	-3.623	-9.195
2.324	-3.708	-9.140
2.336	-3.848	-9.067
2.349	-4.012	-8.982
2.360	-4.103	-8.831
2.373	-4.352	-8.558
2.386	-4.570	-8.600
2.399	-4.746	-8.643
2.410	-4.813	-8.582
2.425	-5.001	-8.363
2.436	-5.086	-8.309
2.447	-5.153	-8.145
2.464	-5.487	-8.084
2.463	-5.487	-8.090
2.474	-5.608	-8.017
2.487	-5.626	-7.799
2.499	-5.778	-7.726
2.510	-6.069	-7.744
2.525	-6.203	-7.471
2.536	-6.354	-7.338
2.547	-6.628	-7.234
2.557	-6.749	-7.089
2.570	-6.767	-6.913
2.581	-7.156	-6.980
2.591	-7.307	-6.949
2.603	-7.429	-6.816
2.617	-7.495	-6.628
2.628	-7.526	-6.360
2.638	-7.684	-6.233
2.648	-7.799	-5.996
2.658	-7.902	-5.723
2.671	-7.920	-5.286
2.680	-7.920	-5.286
2.690	-8.054	-5.135
2.700	-8.187	-4.977
2.710	-8.460	-4.661
2.721	-8.527	-4.528
2.731	-8.849	-4.503
2.741	-9.092	-4.437
2.750	-9.110	-4.236
2.763	-9.195	-4.012
2.774	-9.219	-3.793
2.784	-9.237	-3.557
2.794	-9.280	-3.338
2.804	-9.377	-3.120
2.813	-9.407	-2.931
2.823	-9.450	-2.719
2.833	-9.717	-2.592
2.846	-9.814	-2.470
2.857	-9.686	-2.318
2.867	-9.686	-2.112
2.877	-9.753	-1.912
2.887	-9.498	-1.651
2.898	-9.413	-1.329
2.908	-9.559	-1.014
2.921	-9.814	-0.649
2.932	-9.917	-0.467
2.942	-10.026	-0.310
2.953	-10.038	-0.115
2.968	-10.020	0.055
2.981	-9.935	0.564
2.995	-9.899	0.825
3.008	-10.087	1.141
3.029	-9.237	1.505
3.048	-9.747	2.300
3.061	-9.620	2.555
3.071	-9.073	2.677
3.083	-8.940	2.889
3.101	-9.262	3.229
3.112	-9.686	3.884
3.127	-9.322	4.042
3.138	-8.970	4.236
3.149	-8.667	4.406
3.164	-8.509	4.819
3.175	-8.139	4.904
3.187	-8.054	5.086
3.200	-7.593	5.408
3.211	-7.404	5.596
3.223	-7.356	5.984
3.237	-7.216	6.257
3.248	-7.016	6.597
3.258	-6.852	6.816
3.273	-6.215	6.852
3.286	-5.917	6.919
3.297	-5.826	7.198
3.312	-5.213	7.307
3.323	-4.880	7.344
3.339	-4.503	7.684
3.352	-4.437	8.078
3.369	-4.352	8.242
3.382	-3.654	8.242
3.398	-3.271	8.418
3.413	-2.507	8.454
3.426	-2.215	8.479
3.442	-1.463	8.430
3.453	-1.244	8.369
3.471	-0.625	8.430
3.487	-0.310	8.485
3.500	0.328	8.539
3.516	0.716	8.691
3.534	1.596	8.485
3.547	2.185	8.248
3.557	2.695	7.890
3.570	3.854	7.647
3.582	4.327	7.738
3.592	4.528	7.447
3.607	4.667	7.137
3.618	4.789	7.228
3.630	5.025	7.107
3.646	5.007	6.621
3.657	5.219	6.172
3.669	5.669	6.209
3.682	6.785	6.579
3.694	6.688	6.039
3.707	6.621	5.395
3.722	7.465	4.880
3.733	7.805	4.661
3.748	7.957	4.327
3.747	7.957	4.327
3.757	7.890	3.787
3.774	8.600	3.205
3.786	8.837	2.816
3.800	9.158	1.918
3.812	9.328	1.572
3.830	9.790	0.844
3.841	9.990	0.504
3.857	9.820	0.097
3.869	10.269	-0.698
3.880	10.518	-1.135
3.892	10.336	-1.578
3.901	10.403	-1.991
3.912	10.160	-2.470
3.922	9.753	-2.877
3.932	9.820	-3.265
3.942	9.656	-3.654
3.953	9.887	-4.133
3.963	10.178	-4.443
3.973	9.589	-4.813
3.984	9.298	-5.135
3.996	9.280	-5.590
4.006	9.231	-6.039
4.016	9.164	-6.324
4.026	8.922	-6.445
4.041	8.011	-7.004
4.049	8.108	-7.495
4.061	7.938	-7.938
4.072	7.775	-8.491
4.081	7.665	-8.940
4.091	7.137	-9.195
4.101	6.427	-9.237
4.112	6.209	-9.432
4.125	6.178	-9.941
4.133	5.936	-10.396
4.143	5.614	-10.651
4.154	5.341	-10.918
4.164	4.789	-10.773
4.174	4.170	-10.427
4.184	3.459	-10.093
4.195	2.749	-10.190
4.209	2.470	-11.653
4.221	2.343	-11.817
4.236	1.335	-11.240
4.250	0.983	-11.295
4.264	0.492	-11.361
4.276	-0.024	-11.380
4.289	-0.923	-11.052
4.302	-1.262	-10.985
4.315	-1.754	-11.210
4.328	-2.155	-11.307
4.342	-2.871	-10.305
4.354	-3.296	-10.305
4.368	-4.825	-11.052
4.380	-5.128	-10.615
4.391	-4.946	-9.753
4.404	-4.977	-9.007
4.415	-5.711	-8.831
4.428	-6.597	-8.649
4.441	-6.749	-7.987
4.453	-6.949	-7.386
4.472	-7.938	-7.168
4.487	-8.218	-6.895
4.498	-8.667	-5.826
4.510	-8.448	-5.256
4.524	-8.357	-4.594
4.539	-9.225	-4.200
4.552	-9.328	-3.915
4.563	-9.237	-3.526
4.574	-9.347	-3.113
4.584	-9.432	-2.719
4.599	-10.020	-1.687
4.609	-10.154	-1.329
4.618	-9.771	-0.923
4.628	-9.037	-0.449
4.639	-8.576	0.067
4.649	-8.819	0.740
4.662	-9.432	1.359
4.670	-9.796	1.742
4.681	-9.662	1.936
4.691	-8.849	2.082
4.701	-8.363	2.409
4.711	-8.303	2.865
4.722	-8.831	3.593
4.732	-8.940	4.085
4.742	-8.515	4.279
4.758	-6.937	4.291
4.768	-6.725	4.783
4.778	-7.046	5.529
4.791	-7.071	5.966
4.802	-6.700	6.112
4.811	-5.984	6.154
4.821	-5.505	6.263
4.831	-5.189	6.518
4.842	-4.661	6.537
4.852	-4.388	6.688
4.863	-4.333	7.198
4.875	-4.103	7.586
4.890	-3.059	7.599
4.899	-2.428	7.690
4.912	-1.972	7.908
4.923	-1.566	7.969
4.933	-1.135	8.054
4.943	-0.747	7.987
4.953	-0.328	7.872
4.953	-0.328	7.872
4.963	0.085	7.708
4.977	0.765	8.157
4.990	1.020	8.278
5.007	2.130	7.599
5.020	2.598	7.380
5.042	3.617	7.313
5.052	3.981	7.368
5.063	4.303	7.350
5.074	4.564	7.156
5.088	5.226	6.379
5.100	5.814	6.597
5.112	6.142	6.621
5.128	6.263	5.924
5.139	6.227	5.450
5.155	6.397	5.135
5.167	7.095	4.940
5.178	7.410	4.886
5.191	7.750	4.746
5.203	7.957	4.619
5.216	7.957	4.042
5.229	8.539	3.205
5.240	9.753	3.374
5.250	10.202	2.937
5.265	9.717	2.276
5.278	9.286	0.740
5.294	9.723	0.255
5.305	10.421	0.097
5.318	9.990	-0.577
5.331	9.941	-1.020
5.342	10.178	-1.505
5.354	10.433	-1.548
5.368	10.554	-2.112
5.380	10.912	-2.337
5.391	10.894	-2.652
5.404	9.941	-2.974
5.416	9.541	-4.097
5.429	9.759	-4.607
5.443	10.148	-4.783
5.455	9.504	-5.402
5.469	9.316	-5.590
5.481	8.691	-5.845
5.493	8.582	-6.300
5.506	8.521	-7.216
5.518	8.418	-7.253
5.531	7.890	-7.617
5.545	7.653	-8.048
5.555	6.961	-8.272
5.570	6.943	-8.582
5.580	6.937	-9.158
5.591	6.664	-9.717
5.601	6.755	-10.002
5.615	4.916	-9.498
5.628	4.564	-9.480
5.639	4.279	-9.753
5.654	4.412	-10.396
5.667	3.733	-11.088
5.678	3.678	-11.088
5.691	3.022	-10.797
5.703	2.318	-10.670
5.714	1.572	-10.833
5.730	1.323	-10.870
5.742	1.050	-10.682
5.756	0.492	-11.052
5.766	0.012	-11.113
5.782	-0.273	-11.107
5.795	-1.105	-10.585
5.807	-1.457	-10.627
5.820	-1.815	-10.585
5.831	-2.209	-10.803
5.845	-2.561	-10.985
5.858	-3.010	-10.530
5.870	-3.180	-9.662
5.881	-3.520	-9.049
5.897	-4.946	-9.972
5.909	-5.165	-10.178
5.923	-5.153	-9.559
5.935	-5.135	-7.969
5.946	-5.493	-7.696
5.959	-5.948	-7.769
5.971	-6.421	-7.726
5.982	-6.530	-7.750
5.997	-6.749	-7.119
6.008	-7.004	-6.967
6.020	-7.168	-6.870
