 -4.220  -0.8622  -9.5992
 -1.993  -0.4598  -9.4939
 -0.845  -0.6610  -9.7046
 -0.430  -0.5077  -9.4939
 -0.409  -0.7089  -9.4460
 -0.379  -1.1400  -9.5609
 -0.368   0.0000  -9.1490
 -0.358  -1.2742  -9.3789
 -0.349  -0.5173  -9.5609
 -0.317  -1.1209  -9.6376
 -0.308  -0.7281  -9.5034
 -0.298  -0.9388  -9.4939
 -0.287  -0.8430  -9.5034
 -0.267  -0.8335  -9.5705
  1.482   0.2682  -9.6184
  1.491   0.0479  -9.5322
  1.512  -0.8622  -9.7429
  1.522  -1.7436  -9.2544
  1.532  -1.6478  -9.9441
  1.542  -1.4179 -10.0591
  1.553  -1.3891  -8.9191
  1.572  -1.0634  -9.4651
  1.583   0.0383  -9.7525
  1.593  -0.8622  -9.6950
  1.603   0.3353  -9.8292
  1.613  -0.4982  -9.4555
  1.634  -0.5173  -9.8771
  1.644  -0.2970  -9.5609
  1.653  -0.6035  -9.3693
  1.664  -0.6802  -9.3502
  1.694  -1.1879  -9.7238
  1.704  -0.9293  -9.6088
  1.796  -0.5269  -9.4747
  1.887  -0.6610  -9.5513
  2.000  -1.1400  -9.8004
  2.011  -0.9676  -9.3597
  2.183  -0.7568  -9.3789
  2.346  -0.5652  -9.5418
  2.396  -0.8143  -9.3214
  2.437  -0.6514  -9.5226
  4.999  -0.7185  -9.5992
  8.006  -0.7185  -9.6280
 11.004  -0.6610  -9.6088
 14.002  -0.2395  -9.6855
 14.074  -1.0251  -9.5705
 14.164  -0.2970  -9.6280
 14.245  -1.1209  -9.5609
 14.317  -0.4503  -9.3406
 14.337  -0.2299 -10.1836
 14.347  -0.4598  -9.2544
 14.418  -0.5940  -9.3310
 14.651  -0.9293  -9.5034
 14.773  -0.8814  -9.4747
 14.834  -0.5940  -9.5418
 14.885  -0.7472  -9.4364
 14.976  -0.5173  -9.3981
 15.161  -0.6610  -9.5992
 18.006  -0.6898  -9.6184
 21.004  -0.6898  -9.6184
 22.020  -0.6419  -9.5322
 22.112  -0.8526  -9.2927
 22.345  -0.7568  -9.4843
 22.812  -0.6227  -9.6663
 23.078  -0.6419  -9.4651
 23.595  -0.8239  -9.7238
 23.605  -0.6898  -9.9058
 23.614  -0.3161  -9.6663
 23.625  -1.0730  -9.5513
 23.635  -0.0862  -9.6567
 23.646  -1.1783  -9.7429
 23.655  -0.4215  -9.4939
 23.665  -1.5616  -9.5130
 23.676  -0.7281  -9.5130
 23.757  -0.7185  -9.3406
 23.817  -0.9005  -9.1298
 23.838  -1.4083 -10.2603
 23.848  -0.3257  -9.8100
 23.868  -0.1820 -10.5285
 23.879  -0.8526  -9.2448
 23.889  -0.7185  -8.9478
 23.898  -1.2071  -9.7717
 23.909  -1.5999  -9.4939
 23.930  -1.1496  -9.7046
 23.949  -0.4311  -9.8004
 23.990  -0.7951  -9.5034
 25.120  -1.1400  -9.4555
 25.130  -0.5556  -9.2544
 25.170  -0.8526  -9.7046
 25.221  -0.5748  -9.7717
 25.251  -1.0538  -9.4939
 25.262  -1.0634  -9.6663
 25.302  -0.5077  -9.7908
 25.404  -0.4790  -9.5705
 25.546  -0.7089  -9.6280
 26.157  -0.7856  -9.4843
 26.582  -0.8143  -9.7142
 29.002  -0.6802  -9.6471
 31.166  -1.6669  -9.7046
 31.187  -2.0885  -8.6508
 31.197   1.2167 -10.4519
 31.207  -1.3316 -10.0399
 31.217   0.2491  -9.5705
 31.228  -1.7627  -9.2831
 31.238  -0.1150  -9.3693
 31.258  -1.1017  -9.5897
 31.268   0.0000  -9.8387
 31.278  -2.6920 -10.1261
 31.288  -0.4886  -9.7525
 31.298  -2.4717  -9.4364
 31.309  -0.8718  -9.8196
 31.319  -2.7686  -9.4747
 31.328  -0.4982  -9.8866
 31.339  -2.1076 -10.0016
 31.349  -0.1341  -9.4364
 31.369   1.1304  -9.4268
 31.379   0.0383  -9.3885
 31.400  -0.2970  -9.9250
 31.430  -2.4908  -9.5897
 31.450  -3.7362  -9.8387
 31.461  -2.6728  -9.4939
 31.471  -4.7230  -9.8962
 31.481  -3.0848 -10.2794
 31.501  -2.1651 -10.2794
 31.522  -1.8873 -10.1549
 31.531  -1.7627  -9.7046
 31.542  -0.4694  -9.1011
 31.552  -0.5365  -8.9670
 31.562  -0.1629  -9.0628
 31.572  -0.0575  -9.6950
 31.582   1.1400  -9.3310
 31.593   0.0192  -9.6759
 31.623   0.2778  -9.5513
 31.644   0.6323  -8.8233
 31.653  -0.1054  -9.8771
 31.663  -0.6323 -10.6818
 31.684   0.2970  -9.6567
 31.694  -1.7053  -9.6280
 31.704  -2.9315  -9.7238
 31.725  -4.4835  -9.7813
 31.744  -4.7900 -11.5057
 31.755  -4.9146 -11.9943
 31.765  -7.6736 -10.9309
 31.775  -5.8055 -10.8255
 31.785  -7.5395 -11.5344
 31.795  -6.3133 -13.0002
 31.806  -8.7562 -11.0458
 31.815  -8.3059  -9.3023
 31.826  -6.2750 -10.1357
 31.836  -2.5387  -7.0797
 31.846  -1.1688  -6.9743
 31.856  -3.5542 -11.4290
 31.866  -2.7016  -7.4916
 31.877  -2.5962  -4.6463
 31.887   8.7849   2.1651
 31.896   8.3634  -3.4105
 31.907   7.5395  -5.2116
 31.917   8.1047  -2.3184
 31.928  16.5256  -4.9625
 31.937   5.6714  -7.2713
 31.947   7.9898  -2.0693
 31.958   9.3502   1.4562
 31.968   8.9861  -4.3589
 31.977   1.7148  -8.4496
 31.988   3.5638  -8.4975
 32.000   3.4967  -6.2558
 32.010   6.7252  -1.0251
 32.020   3.5350  -3.1997
 32.031   4.1194  -0.3545
 32.040   2.5770  -0.0192
 32.051   5.2307  -2.9890
 32.061   3.3722  -3.3339
 32.071   4.9146  -1.0921
 32.081   3.6500   4.9337
 32.091   7.7311   5.8630
 32.102   7.8269   1.3795
 32.112   9.5130   1.4658
 32.122   8.3538   2.1651
 32.132  10.3177   3.6692
 32.142  10.4423   4.4739
 32.153  11.5248   2.1268
 32.162  10.4902   2.3663
 32.172   9.3310   4.7421
 32.183  11.5440   5.2786
 32.193   7.5395   5.7385
 32.203   7.3000   5.7385
 32.213   2.4142   4.4452
 32.223   4.7421   4.0332
 32.234   4.6080   5.1541
 32.244   3.8799  10.2315
 32.253   0.7951  12.5307
 32.264  11.4099  10.3561
 32.274  10.2411  12.5307
 32.284   8.5071  13.8911
 32.294   4.4068  12.9906
 32.304   3.6213  10.2698
 32.315   1.3604  11.9559
 32.325   1.7340  14.8779
 32.335   2.5004  17.6848
 32.345   6.4187  19.4667
 32.355   2.5962  18.0105
 32.366   0.3640  14.2647
 32.375   1.7532  14.1881
 32.386   0.6131  12.1188
 32.396   1.8394  13.1151
 32.406  -0.9388  12.2146
 32.416   2.2226  10.6530
 32.426  -3.4297   9.1586
 32.437  -0.7760  13.1247
 32.447  -1.6286  12.1571
 32.456  -3.0273  10.5285
 32.467  -1.1496  11.4961
 32.477  -2.4621  12.3679
 32.487  -2.3280  13.7378
 32.497  -4.8667  12.2146
 32.507  -2.0693  12.6265
 32.518  -6.4282  16.4107
 32.528  -7.0701  14.3222
 32.537  -9.8962  14.1402
 32.548  -6.0259  15.7688
 32.558  -9.6088  12.4541
 32.569  -5.5660  10.3465
 32.578  -7.3767  11.4099
 32.588  -8.2005  12.4924
 32.599 -11.5248  12.7511
 32.609  -9.3406  12.2338
 32.619  -9.6567  13.4313
 32.629 -13.3929  12.4828
 32.639 -12.5691  11.1129
 32.650 -12.2433  10.0208
 32.659  -7.6736   5.3169
 32.670  -7.7215   6.9264
 32.680  -5.7001   4.8475
 32.690  -8.9478   4.5984
 32.700  -7.5012   4.5410
 32.710 -10.4423   6.1121
 32.720 -11.1800   7.9706
 32.731  -7.3575   3.8416
 32.740 -10.6722   7.8078
 32.751 -11.8601   5.1637
 32.761 -12.6936   3.3243
 32.771 -11.9368   2.7112
 32.781 -10.0591   1.2550
 32.791  -8.9670   0.6802
 32.802  -9.3118   1.3316
 32.812  -4.9050  -0.6131
 32.821 -12.3200  -1.8106
 32.832 -11.3332  -0.8526
 32.842 -11.3332  -2.1459
 32.853  -7.4533   0.0958
 32.862  -7.2425  -0.2491
 32.872  -9.9058  -2.5579
 32.883  -9.8962  -1.6190
 32.893  -7.8652  -3.1614
 32.903  -9.3885  -2.0789
 32.913 -12.3679  -1.7627
 32.923  -8.9765  -2.6633
 32.934 -11.6685  -2.7782
 32.943 -10.7201  -2.8357
 32.954  -9.6471  -3.6021
 32.964  -4.6751  -6.1025
 32.974   0.3545  -4.7230
 32.984  -0.7760  -4.3398
 32.994  -4.9625  -4.5026
 33.006 -10.2411  -9.1777
 33.016  -8.6796 -10.8542
 33.027  -2.4812  -8.3826
 33.037 -11.4290 -10.5381
 33.046  -9.0244  -1.5328
 33.057  -1.5711  -1.5424
 33.067  -5.5085  -1.0825
 33.078  -6.7156  -0.2395
 33.087  -2.7207   1.5903
 33.097  -9.0915  -6.8210
 33.108  -3.5829  -9.2352
 33.118  -3.7075   0.8622
 33.128  -3.9853  -2.6824
 33.138  -8.3538   4.4643
 33.148   2.9028  11.7548
 33.159  -0.0287  10.2315
 33.168   3.2955  -0.7281
 33.179  -0.4503  -9.2831
 33.189   7.9131   0.0671
 33.199   6.5815   4.0907
 33.209  -0.8622  12.7894
 33.219  -0.2970  15.5389
 33.230   2.6824  15.8071
 33.240   9.5801   6.7348
 33.249  13.8720   1.6669
 33.260  13.0193  15.3760
 33.270  11.2662  10.9213
 33.281  11.8793   7.9515
 33.290  -1.7053  16.4490
 33.300   7.5970  18.9302
 33.311   2.9698   8.0664
 33.321  -1.8394  13.9199
 33.330   8.8903  16.6885
 33.341   7.5683  18.1542
 33.351   9.5609  20.9229
 33.362   2.5196  18.1447
 33.371   4.5601  20.3577
 33.381   0.5173  16.3628
 33.392  -4.4739  14.1306
 33.402   4.5026  17.7806
 33.412  -3.3051  21.0379
 33.422  -4.4164  18.9781
 33.432  -2.2992  27.0254
 33.443  -2.9794  21.8138
 33.452  -7.0701  18.0680
 33.463  -0.2203  15.5485
 33.473  -5.0966  13.4888
 33.483  -6.5240  17.7136
 33.493  -5.7193  29.3246
 33.503 -13.0002  29.6599
 33.514  -8.2389  26.4027
 33.524  -6.6965  14.9162
 33.533  -2.7878  13.9486
 33.544   3.3147   6.5911
 33.554  -6.2079   3.3530
 33.565   1.6765   9.2927
 33.574 -15.3569  11.8506
 33.584  -9.0532  27.4565
 33.595 -25.0998  20.2523
 33.605 -16.5927  27.3799
 33.614  -9.7238   7.2617
 33.625  -2.0310   3.0752
 33.635  -2.1172  13.7953
 33.646  -7.2234   7.6928
 33.655  -4.1578  10.4902
 33.665 -15.1269  12.4062
 33.676 -22.1300  16.9280
 33.686 -19.1985  12.4637
 33.696 -13.1151   3.3626
 33.706 -19.5529   9.5705
 33.716 -12.1284   9.6950
 33.727 -32.7064   9.0723
 33.736 -24.3142  12.3679
 33.747 -10.1453  12.0996
 33.757  -2.1843   9.3502
 33.767  -6.8498  11.4195
 33.777 -18.4800   4.8667
 33.787 -20.6642   2.1843
 33.798 -14.4563   1.8585
 33.808  -9.3406   8.6796
 33.817  -7.7790   9.8771
 33.828  -1.4849  12.2433
 33.838   0.2587   7.9323
 33.849  -2.3759   2.3471
 33.858 -11.3620  -8.3251
 33.868  -9.9729   3.1902
 33.879   1.1017  10.6147
 33.889   1.8969  10.7201
 33.898   2.5387  12.0901
 33.909   1.7723  10.6818
 33.919  12.3966  11.8122
 33.930   8.3730   5.4032
 33.939  11.6398   2.8549
 33.949  -2.0597  -3.3530
 33.960  -0.4407   4.2536
 33.970  11.5057  14.5234
 33.980   4.5026  11.6111
