49	16	46.3654
49	16.1	46.1384
49	16.2	45.8573
49	16.3	45.5481
49	16.4	45.2229
49	16.5	44.8953
49	16.6	44.6073
49	16.7	44.3179
49	16.8	44.0407
49	16.9	43.7672
49	17	43.5373
49	17.1	43.377
49	17.2	43.2809
49	17.3	43.2262
49	17.4	43.2332
49	17.5	43.2772
49	17.6	43.3579
49	17.7	43.4364
49	17.8	43.5052
49	17.9	43.5234
49	18	43.5137
49	18.1	43.4866
49	18.2	43.5067
49	18.3	43.579
49	18.4	43.6236
49	18.5	43.6278
49	18.6	43.615
49	18.7	43.5791
49	18.8	43.5277
49	18.9	43.5281
49	19	43.6117
49	19.1	43.706
49	19.2	43.7182
49	19.3	43.7257
49	19.4	43.7438
49	19.5	43.7241
49	19.6	43.7019
49	19.7	43.6188
49	19.8	43.4846
49	19.9	43.3849
49	20	43.2873
49	20.1	43.1832
49	20.2	43.0004
49	20.3	42.7471
49	20.4	42.5013
49	20.5	42.2446
49	20.6	42.0183
49	20.7	41.7854
49	20.8	41.5526
49	20.9	41.3179
49	21	41.0449
49	21.1	40.767
49	21.2	40.4737
49	21.3	40.2252
49	21.4	40.0379
49	21.5	39.8021
49	21.6	39.5505
49	21.7	39.3415
49	21.8	39.1732
49	21.9	39.0304
49	22	38.8943
49	22.1	38.7903
49	22.2	38.6444
49	22.3	38.4556
49	22.4	38.2856
49	22.5	38.1071
49	22.6	37.9556
49	22.7	37.7568
49	22.8	37.5216
49	22.9	37.243
48.9	16	46.1905
48.9	16.1	45.9567
48.9	16.2	45.6836
48.9	16.3	45.38
48.9	16.4	45.0538
48.9	16.5	44.7379
48.9	16.6	44.4593
48.9	16.7	44.1779
48.9	16.8	43.8787
48.9	16.9	43.593
48.9	17	43.363
48.9	17.1	43.2141
48.9	17.2	43.1523
48.9	17.3	43.1717
48.9	17.4	43.252
48.9	17.5	43.3728
48.9	17.6	43.496
48.9	17.7	43.5914
48.9	17.8	43.6315
48.9	17.9	43.6145
48.9	18	43.5772
48.9	18.1	43.5804
48.9	18.2	43.6411
48.9	18.3	43.7286
48.9	18.4	43.7892
48.9	18.5	43.78
48.9	18.6	43.7364
48.9	18.7	43.6585
48.9	18.8	43.6264
48.9	18.9	43.7194
48.9	19	43.8824
48.9	19.1	43.986
48.9	19.2	43.9885
48.9	19.3	43.9807
48.9	19.4	43.9869
48.9	19.5	43.9391
48.9	19.6	43.8988
48.9	19.7	43.7951
48.9	19.8	43.6789
48.9	19.9	43.603
48.9	20	43.5615
48.9	20.1	43.4319
48.9	20.2	43.2746
48.9	20.3	42.9914
48.9	20.4	42.7393
48.9	20.5	42.5057
48.9	20.6	42.2704
48.9	20.7	42.0395
48.9	20.8	41.8162
48.9	20.9	41.5747
48.9	21	41.3011
48.9	21.1	40.9923
48.9	21.2	40.6719
48.9	21.3	40.3779
48.9	21.4	40.1961
48.9	21.5	39.9761
48.9	21.6	39.6861
48.9	21.7	39.4455
48.9	21.8	39.2937
48.9	21.9	39.1978
48.9	22	39.1218
48.9	22.1	39.0035
48.9	22.2	38.8694
48.9	22.3	38.6736
48.9	22.4	38.4674
48.9	22.5	38.3098
48.9	22.6	38.1872
48.9	22.7	38.0743
48.9	22.8	37.9096
48.9	22.9	37.6978
48.8	16	46.0269
48.8	16.1	45.8038
48.8	16.2	45.5476
48.8	16.3	45.2441
48.8	16.4	44.9348
48.8	16.5	44.6332
48.8	16.6	44.3414
48.8	16.7	44.0323
48.8	16.8	43.7165
48.8	16.9	43.4354
48.8	17	43.2372
48.8	17.1	43.1597
48.8	17.2	43.1814
48.8	17.3	43.2858
48.8	17.4	43.4186
48.8	17.5	43.5432
48.8	17.6	43.6333
48.8	17.7	43.6592
48.8	17.8	43.6653
48.8	17.9	43.6951
48.8	18	43.7269
48.8	18.1	43.6788
48.8	18.2	43.6353
48.8	18.3	43.7171
48.8	18.4	43.7968
48.8	18.5	43.7982
48.8	18.6	43.7367
48.8	18.7	43.7093
48.8	18.8	43.7776
48.8	18.9	43.9016
48.8	19	43.9872
48.8	19.1	43.9939
48.8	19.2	43.9258
48.8	19.3	43.9064
48.8	19.4	43.9282
48.8	19.5	43.9123
48.8	19.6	43.862
48.8	19.7	43.819
48.8	19.8	43.805
48.8	19.9	43.7817
48.8	20	43.6778
48.8	20.1	43.5339
48.8	20.2	43.3305
48.8	20.3	43.0714
48.8	20.4	42.8509
